dish_id,image_path,cal_label
1550706037,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706037\frames_sampled30\camera_A_frame_001.jpeg,medium
1550706096,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706096\frames_sampled30\camera_A_frame_001.jpeg,low
1550706177,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706177\frames_sampled30\camera_A_frame_001.jpeg,low
1550706237,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706237\frames_sampled30\camera_A_frame_001.jpeg,low
1550706283,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706283\frames_sampled30\camera_A_frame_001.jpeg,low
1550706325,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706325\frames_sampled30\camera_A_frame_001.jpeg,low
1550706448,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706448\frames_sampled30\camera_A_frame_001.jpeg,low
1550706583,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706583\frames_sampled30\camera_A_frame_001.jpeg,low
1550706639,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706639\frames_sampled30\camera_A_frame_001.jpeg,low
1550706705,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706705\frames_sampled30\camera_A_frame_001.jpeg,low
1550706766,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706766\frames_sampled30\camera_A_frame_001.jpeg,low
1550706891,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706891\frames_sampled30\camera_A_frame_001.jpeg,low
1550706945,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550706945\frames_sampled30\camera_A_frame_001.jpeg,low
1550707056,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707056\frames_sampled30\camera_A_frame_001.jpeg,medium
1550707110,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707110\frames_sampled30\camera_A_frame_001.jpeg,high
1550707156,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707156\frames_sampled30\camera_A_frame_001.jpeg,high
1550707236,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707236\frames_sampled30\camera_A_frame_001.jpeg,low
1550707357,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707357\frames_sampled30\camera_A_frame_001.jpeg,low
1550707504,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707504\frames_sampled30\camera_A_frame_001.jpeg,low
1550707578,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707578\frames_sampled30\camera_A_frame_001.jpeg,medium
1550707638,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707638\frames_sampled30\camera_A_frame_001.jpeg,medium
1550707756,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707756\frames_sampled30\camera_A_frame_001.jpeg,low
1550707850,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707850\frames_sampled30\camera_A_frame_001.jpeg,low
1550707914,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707914\frames_sampled30\camera_A_frame_001.jpeg,low
1550707958,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707958\frames_sampled30\camera_A_frame_001.jpeg,low
1550707995,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550707995\frames_sampled30\camera_A_frame_001.jpeg,low
1550708152,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708152\frames_sampled30\camera_A_frame_001.jpeg,low
1550708221,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708221\frames_sampled30\camera_A_frame_001.jpeg,low
1550708280,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708280\frames_sampled30\camera_A_frame_001.jpeg,low
1550708327,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708327\frames_sampled30\camera_A_frame_001.jpeg,low
1550708366,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708366\frames_sampled30\camera_A_frame_001.jpeg,low
1550708440,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708440\frames_sampled30\camera_A_frame_001.jpeg,low
1550708487,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708487\frames_sampled30\camera_A_frame_001.jpeg,low
1550708556,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708556\frames_sampled30\camera_A_frame_001.jpeg,low
1550708638,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708638\frames_sampled30\camera_A_frame_001.jpeg,low
1550708702,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708702\frames_sampled30\camera_A_frame_001.jpeg,low
1550708875,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708875\frames_sampled30\camera_A_frame_001.jpeg,low
1550708945,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708945\frames_sampled30\camera_A_frame_001.jpeg,low
1550708985,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550708985\frames_sampled30\camera_A_frame_001.jpeg,low
1550709028,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550709028\frames_sampled30\camera_A_frame_001.jpeg,medium
1550709129,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550709129\frames_sampled30\camera_A_frame_001.jpeg,medium
1550710177,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710177\frames_sampled30\camera_A_frame_001.jpeg,low
1550710207,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710207\frames_sampled30\camera_A_frame_001.jpeg,low
1550710279,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710279\frames_sampled30\camera_A_frame_001.jpeg,low
1550710318,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710318\frames_sampled30\camera_A_frame_001.jpeg,low
1550710342,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710342\frames_sampled30\camera_A_frame_001.jpeg,low
1550710402,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710402\frames_sampled30\camera_A_frame_001.jpeg,low
1550710448,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710448\frames_sampled30\camera_A_frame_001.jpeg,low
1550710507,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710507\frames_sampled30\camera_A_frame_001.jpeg,low
1550710542,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710542\frames_sampled30\camera_A_frame_001.jpeg,low
1550710577,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710577\frames_sampled30\camera_A_frame_001.jpeg,low
1550710612,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710612\frames_sampled30\camera_A_frame_001.jpeg,low
1550710664,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710664\frames_sampled30\camera_A_frame_001.jpeg,low
1550710715,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710715\frames_sampled30\camera_A_frame_001.jpeg,low
1550710758,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710758\frames_sampled30\camera_A_frame_001.jpeg,medium
1550710793,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710793\frames_sampled30\camera_A_frame_001.jpeg,medium
1550710845,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710845\frames_sampled30\camera_A_frame_001.jpeg,low
1550710917,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550710917\frames_sampled30\camera_A_frame_001.jpeg,low
1550711017,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711017\frames_sampled30\camera_A_frame_001.jpeg,low
1550711066,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711066\frames_sampled30\camera_A_frame_001.jpeg,low
1550711094,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711094\frames_sampled30\camera_A_frame_001.jpeg,low
1550711129,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711129\frames_sampled30\camera_A_frame_001.jpeg,low
1550711187,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711187\frames_sampled30\camera_A_frame_001.jpeg,low
1550711244,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711244\frames_sampled30\camera_A_frame_001.jpeg,low
1550711314,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711314\frames_sampled30\camera_A_frame_001.jpeg,medium
1550711385,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711385\frames_sampled30\camera_A_frame_001.jpeg,medium
1550711488,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711488\frames_sampled30\camera_A_frame_001.jpeg,low
1550711598,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711598\frames_sampled30\camera_A_frame_001.jpeg,low
1550711688,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711688\frames_sampled30\camera_A_frame_001.jpeg,low
1550711746,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711746\frames_sampled30\camera_A_frame_001.jpeg,low
1550711788,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711788\frames_sampled30\camera_A_frame_001.jpeg,low
1550711845,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711845\frames_sampled30\camera_A_frame_001.jpeg,low
1550711973,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550711973\frames_sampled30\camera_A_frame_001.jpeg,low
1550712024,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712024\frames_sampled30\camera_A_frame_001.jpeg,low
1550712079,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712079\frames_sampled30\camera_A_frame_001.jpeg,low
1550712143,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712143\frames_sampled30\camera_A_frame_001.jpeg,low
1550712315,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712315\frames_sampled30\camera_A_frame_001.jpeg,low
1550712369,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712369\frames_sampled30\camera_A_frame_001.jpeg,low
1550712403,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712403\frames_sampled30\camera_A_frame_001.jpeg,low
1550712459,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712459\frames_sampled30\camera_A_frame_001.jpeg,low
1550712486,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712486\frames_sampled30\camera_A_frame_001.jpeg,low
1550712524,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712524\frames_sampled30\camera_A_frame_001.jpeg,low
1550712556,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712556\frames_sampled30\camera_A_frame_001.jpeg,low
1550712585,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712585\frames_sampled30\camera_A_frame_001.jpeg,low
1550712622,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712622\frames_sampled30\camera_A_frame_001.jpeg,low
1550712654,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712654\frames_sampled30\camera_A_frame_001.jpeg,low
1550712681,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712681\frames_sampled30\camera_A_frame_001.jpeg,low
1550712729,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712729\frames_sampled30\camera_A_frame_001.jpeg,medium
1550712805,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712805\frames_sampled30\camera_A_frame_001.jpeg,low
1550712839,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712839\frames_sampled30\camera_A_frame_001.jpeg,high
1550712877,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712877\frames_sampled30\camera_A_frame_001.jpeg,high
1550712913,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712913\frames_sampled30\camera_A_frame_001.jpeg,low
1550712961,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550712961\frames_sampled30\camera_A_frame_001.jpeg,low
1550713065,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713065\frames_sampled30\camera_A_frame_001.jpeg,medium
1550713114,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713114\frames_sampled30\camera_A_frame_001.jpeg,medium
1550713174,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713174\frames_sampled30\camera_A_frame_001.jpeg,medium
1550713388,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713388\frames_sampled30\camera_A_frame_001.jpeg,low
1550713423,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713423\frames_sampled30\camera_A_frame_001.jpeg,low
1550713462,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713462\frames_sampled30\camera_A_frame_001.jpeg,low
1550713503,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713503\frames_sampled30\camera_A_frame_001.jpeg,low
1550713566,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550713566\frames_sampled30\camera_A_frame_001.jpeg,low
1550769483,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550769483\frames_sampled30\camera_A_frame_001.jpeg,low
1550769725,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550769725\frames_sampled30\camera_A_frame_001.jpeg,low
1550769827,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550769827\frames_sampled30\camera_A_frame_001.jpeg,low
1550769882,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550769882\frames_sampled30\camera_A_frame_001.jpeg,low
1550769948,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550769948\frames_sampled30\camera_A_frame_001.jpeg,low
1550770222,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770222\frames_sampled30\camera_A_frame_001.jpeg,low
1550770265,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770265\frames_sampled30\camera_A_frame_001.jpeg,low
1550770447,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770447\frames_sampled30\camera_A_frame_001.jpeg,medium
1550770482,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770482\frames_sampled30\camera_A_frame_001.jpeg,medium
1550770511,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770511\frames_sampled30\camera_A_frame_001.jpeg,medium
1550770616,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770616\frames_sampled30\camera_A_frame_001.jpeg,low
1550770699,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770699\frames_sampled30\camera_A_frame_001.jpeg,low
1550770751,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770751\frames_sampled30\camera_A_frame_001.jpeg,low
1550770802,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770802\frames_sampled30\camera_A_frame_001.jpeg,low
1550770866,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550770866\frames_sampled30\camera_A_frame_001.jpeg,low
1550771191,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771191\frames_sampled30\camera_A_frame_001.jpeg,low
1550771267,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771267\frames_sampled30\camera_A_frame_001.jpeg,low
1550771330,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771330\frames_sampled30\camera_A_frame_001.jpeg,low
1550771387,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771387\frames_sampled30\camera_A_frame_001.jpeg,low
1550771421,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771421\frames_sampled30\camera_A_frame_001.jpeg,low
1550771487,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771487\frames_sampled30\camera_A_frame_001.jpeg,low
1550771562,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771562\frames_sampled30\camera_A_frame_001.jpeg,low
1550771606,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771606\frames_sampled30\camera_A_frame_001.jpeg,low
1550771648,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771648\frames_sampled30\camera_A_frame_001.jpeg,medium
1550771707,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771707\frames_sampled30\camera_A_frame_001.jpeg,medium
1550771796,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771796\frames_sampled30\camera_A_frame_001.jpeg,low
1550771869,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771869\frames_sampled30\camera_A_frame_001.jpeg,low
1550771938,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771938\frames_sampled30\camera_A_frame_001.jpeg,low
1550771984,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550771984\frames_sampled30\camera_A_frame_001.jpeg,low
1550772027,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772027\frames_sampled30\camera_A_frame_001.jpeg,low
1550772088,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772088\frames_sampled30\camera_A_frame_001.jpeg,low
1550772168,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772168\frames_sampled30\camera_A_frame_001.jpeg,low
1550772199,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772199\frames_sampled30\camera_A_frame_001.jpeg,low
1550772270,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772270\frames_sampled30\camera_A_frame_001.jpeg,low
1550772314,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772314\frames_sampled30\camera_A_frame_001.jpeg,low
1550772367,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772367\frames_sampled30\camera_A_frame_001.jpeg,low
1550772454,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772454\frames_sampled30\camera_A_frame_001.jpeg,low
1550772505,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772505\frames_sampled30\camera_A_frame_001.jpeg,low
1550772551,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772551\frames_sampled30\camera_A_frame_001.jpeg,low
1550772617,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772617\frames_sampled30\camera_A_frame_001.jpeg,low
1550772701,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772701\frames_sampled30\camera_A_frame_001.jpeg,low
1550772753,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772753\frames_sampled30\camera_A_frame_001.jpeg,medium
1550772809,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772809\frames_sampled30\camera_A_frame_001.jpeg,low
1550772849,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772849\frames_sampled30\camera_A_frame_001.jpeg,medium
1550772892,C:/Users/Leopard/Desktop/Jupyter_Python_ML/Univer/Final_AI_model/Dataset_dish\dish_1550772892\frames_sampled30\camera_A_frame_001.jpeg,medium
